author_experience,repository,caused_TR,problematic_integration,lines_added,lines_deleted,files_changed,programming_language,multiple_languages,num_reviewers,num_comments,num_unresolved_comments,num_patchsets,reviewer_experience,past_TRs,active_TRs,critical_TRs,ci_cd_status,hour,day_of_week,time_since_last_commit,test_coverage,documentation_changes,risk_score
1,auth-service,0,1,193,165,20,Erlang,0,4,0,3,3,1,12,5,3,failing,7,Thursday,17,91,0,53.11784883037203
1,auth-service,0,1,254,71,12,Erlang,1,3,18,1,5,2,14,1,0,passing,0,Friday,27,37,0,87.33495320131031
1,iot-controller,0,1,137,27,7,Python,0,5,10,4,6,2,10,1,0,failing,21,Sunday,53,100,0,64.20320813963814
2,message-queue,0,0,432,57,5,Python,0,5,15,0,2,1,28,0,3,failing,22,Thursday,18,68,0,30.141628500844227
3,payment-gateway,1,1,441,122,8,Python,0,5,14,5,1,1,29,5,1,failing,0,Thursday,59,56,1,65.05055391487177
1,payment-gateway,0,0,160,103,9,C,0,3,14,4,7,2,9,5,1,passing,21,Sunday,47,34,0,86.85443329001286
2,payment-gateway,1,1,193,129,18,C,0,1,0,1,3,3,4,3,0,passing,16,Saturday,64,85,0,78.74973560824037
1,data-analytics,0,0,366,165,20,C++,0,5,5,3,10,2,30,4,3,passing,18,Friday,56,31,1,77.56385793340307
1,auth-service,1,0,360,105,17,C,1,4,18,5,2,3,25,2,0,passing,16,Saturday,70,35,1,85.10091587075222
2,message-queue,1,1,349,196,20,C++,1,2,5,0,7,3,24,4,0,failing,18,Sunday,22,36,1,91.75936280837098
2,message-queue,1,1,326,51,12,C++,1,2,17,3,7,1,28,4,1,failing,15,Monday,58,52,1,70.1639783315453
3,iot-controller,0,1,78,94,12,Java,0,3,16,4,5,2,3,2,1,failing,23,Saturday,22,71,0,57.59607096630084
2,auth-service,0,0,439,117,20,C,0,1,10,2,6,1,7,2,3,failing,21,Wednesday,12,99,0,55.80072468144877
1,message-queue,1,0,469,84,18,C++,0,5,10,4,8,2,15,0,3,failing,21,Saturday,20,90,1,82.8539726034021
2,auth-service,1,0,435,77,8,Java,0,3,5,5,9,3,6,2,0,passing,18,Tuesday,35,49,0,79.28851883102283
2,payment-gateway,0,0,487,119,1,Java,1,1,10,0,3,2,14,1,3,failing,11,Saturday,48,42,0,51.312422079185936
2,iot-controller,0,1,88,43,18,C,0,1,10,1,5,1,19,2,3,failing,23,Thursday,34,30,0,79.38140590562537
3,payment-gateway,1,1,192,89,14,C++,0,2,17,5,8,1,8,2,1,passing,17,Thursday,36,47,1,78.7750048239799
1,image-processor,0,0,254,183,5,Python,1,4,10,5,9,3,22,5,2,passing,1,Tuesday,6,41,0,50.10350971302525
1,iot-controller,0,1,343,195,11,Java,1,3,16,5,1,2,20,0,0,failing,12,Wednesday,13,88,1,50.76659091928035
1,message-queue,0,1,325,37,3,Python,1,5,19,1,1,3,16,3,2,passing,17,Wednesday,41,96,0,41.90729190003759
1,message-queue,1,0,198,188,20,Python,1,2,13,5,7,2,19,5,1,passing,10,Friday,35,56,1,77.56014682746876
3,iot-controller,1,1,139,12,5,C,1,4,13,0,2,3,23,0,1,passing,20,Saturday,63,92,1,62.98646042884878
2,payment-gateway,1,0,360,198,11,Erlang,0,3,8,0,2,3,16,4,3,failing,10,Saturday,37,95,1,71.49415870834197
1,image-processor,1,0,290,3,13,C++,1,1,11,0,4,1,26,2,0,passing,20,Wednesday,44,51,1,62.42060212177483
2,auth-service,1,1,141,102,17,Erlang,1,1,1,0,4,1,23,5,2,passing,14,Wednesday,6,40,0,74.84540470554103
3,auth-service,0,0,204,129,17,Erlang,0,2,15,2,1,3,12,1,1,passing,2,Monday,70,51,0,71.45048503421147
3,data-analytics,0,1,128,97,15,Python,1,2,13,5,6,2,28,2,1,failing,11,Saturday,64,66,0,58.973292939447106
1,auth-service,1,1,325,125,15,Python,1,4,19,3,1,2,14,5,0,failing,4,Wednesday,36,49,1,71.56857653096314
1,auth-service,0,0,374,194,4,Java,0,3,11,5,5,2,23,1,3,failing,5,Friday,14,89,1,45.66521581699641
3,message-queue,0,1,254,198,13,Erlang,0,5,3,2,3,1,28,4,3,failing,10,Saturday,47,71,1,61.3726919256804
1,auth-service,1,1,357,9,9,Java,1,2,20,5,8,2,28,0,2,failing,5,Friday,63,96,0,89.08329493519274
1,auth-service,0,0,157,166,15,Java,1,1,9,2,9,2,7,2,0,passing,21,Wednesday,31,97,0,68.4504209491552
1,data-analytics,0,1,277,118,14,Java,1,1,9,1,3,2,9,0,0,passing,19,Monday,40,98,1,71.60761844385819
1,data-analytics,1,1,273,84,20,C,1,1,8,0,3,1,29,3,2,failing,1,Tuesday,41,49,1,85.53620573579214
3,message-queue,1,0,321,61,15,Python,0,4,17,3,5,3,2,3,0,passing,0,Sunday,40,90,1,57.2325867479218
2,auth-service,0,0,347,11,17,Java,0,2,3,5,6,3,21,5,1,passing,6,Sunday,1,89,1,45.7089567518487
1,iot-controller,1,1,121,36,20,C++,1,5,0,5,1,2,16,1,2,passing,17,Monday,69,60,1,66.1624918398977
3,iot-controller,0,0,444,141,1,Java,0,2,6,2,2,1,7,1,1,passing,4,Friday,6,52,0,43.34405849281839
1,iot-controller,0,0,58,58,2,C++,0,5,9,5,5,3,13,4,2,failing,1,Sunday,61,69,0,45.13592775199024
2,iot-controller,0,1,357,65,3,Python,1,5,14,0,4,2,1,3,2,passing,13,Thursday,25,89,0,38.3287981632406
2,iot-controller,1,1,81,30,9,C++,0,4,10,2,1,1,28,0,1,passing,16,Tuesday,70,70,0,40.815421202344616
2,auth-service,0,1,490,149,17,C,1,5,4,2,9,2,13,5,2,passing,21,Sunday,32,67,1,88.06287162025554
3,message-queue,1,0,400,28,4,C++,1,1,18,3,2,3,17,5,1,failing,13,Thursday,20,85,1,52.33727671110274
2,payment-gateway,1,1,362,64,20,C++,1,4,12,4,10,2,5,4,2,failing,15,Tuesday,30,90,0,77.79855773043755
3,payment-gateway,1,1,263,85,13,C++,1,4,17,2,2,2,26,5,3,passing,11,Wednesday,8,100,0,55.77779244270723
2,auth-service,0,0,7,91,6,C,0,1,19,5,5,1,21,5,2,passing,20,Friday,65,89,1,64.85801502431106
2,data-analytics,0,1,388,185,13,Java,1,1,13,3,4,2,19,3,1,passing,13,Friday,26,60,0,70.26043400006839
2,payment-gateway,0,1,250,159,18,Java,1,4,18,3,3,1,8,5,0,passing,11,Wednesday,54,98,1,54.33121029161609
2,data-analytics,0,0,284,95,18,Python,0,5,0,5,9,2,14,2,2,failing,12,Monday,66,48,1,47.38895016372386
1,message-queue,0,1,402,0,9,C++,1,3,6,0,2,3,1,2,3,passing,8,Thursday,14,59,0,38.043777847141826
3,payment-gateway,1,1,151,181,10,Python,0,4,20,1,7,3,11,1,1,passing,1,Tuesday,4,36,0,81.95524955052892
2,payment-gateway,0,0,186,124,4,Java,1,4,9,2,2,3,10,4,3,failing,13,Sunday,51,100,1,32.84804379020033
2,image-processor,0,0,320,67,11,C,0,3,3,1,1,2,20,0,3,passing,17,Wednesday,51,31,1,44.74596517149575
2,data-analytics,1,1,486,53,5,C,1,2,2,5,4,1,10,0,3,failing,7,Friday,8,49,0,64.4079520578151
2,image-processor,0,1,113,134,14,Python,0,5,5,5,6,1,3,5,2,passing,11,Sunday,20,54,0,58.23784985029478
2,message-queue,0,1,198,35,17,Java,1,1,17,0,4,1,4,3,1,failing,23,Wednesday,27,99,0,52.561626557817625
2,payment-gateway,0,0,132,45,16,Java,1,2,0,0,7,2,10,3,1,failing,3,Wednesday,16,73,1,33.18508837832702
2,auth-service,1,1,210,153,6,Java,1,1,20,5,7,3,9,4,0,passing,6,Tuesday,66,53,1,81.36000795103327
3,auth-service,1,0,84,126,15,Erlang,0,3,3,3,5,2,15,4,2,failing,7,Sunday,67,76,0,82.06504512136826
1,image-processor,1,1,290,75,13,Python,1,3,3,4,9,1,20,3,2,passing,21,Thursday,29,57,0,72.45118550100024
1,data-analytics,1,1,250,180,13,C,1,1,7,2,5,1,9,3,2,passing,1,Tuesday,30,41,1,83.64463698211617
2,data-analytics,1,0,303,174,2,C++,0,1,0,0,9,1,28,3,2,failing,16,Tuesday,58,33,0,74.86223280835887
1,image-processor,1,0,53,165,18,Python,1,4,4,0,7,1,8,4,1,failing,9,Saturday,6,60,0,75.19117623762276
1,image-processor,1,1,313,58,5,Erlang,0,1,19,2,5,3,20,1,1,failing,23,Monday,72,52,0,79.96548553538057
1,auth-service,1,0,486,193,19,C,1,2,0,4,1,2,24,0,0,failing,21,Wednesday,33,55,1,72.37389170908612
3,iot-controller,1,1,227,104,13,Java,0,4,6,0,6,2,25,0,2,failing,10,Saturday,9,34,0,61.992781844241826
3,message-queue,1,0,125,166,8,Erlang,0,1,16,5,6,1,25,4,1,failing,14,Saturday,34,68,0,84.72415529988733
1,auth-service,0,0,71,6,14,Java,1,2,3,0,4,2,22,5,1,passing,14,Saturday,49,46,1,39.01458992913419
3,image-processor,1,0,7,158,8,C++,0,1,1,4,7,2,14,4,3,passing,10,Tuesday,69,75,0,69.11662474808082
2,auth-service,0,1,80,91,20,Java,1,5,13,3,2,1,0,1,1,passing,15,Sunday,38,54,1,64.34221344370893
1,data-analytics,1,1,9,83,10,Erlang,0,5,20,1,9,2,5,4,3,failing,12,Sunday,69,87,0,78.79927331490197
2,payment-gateway,0,0,0,187,19,C++,0,5,16,3,8,3,6,0,0,passing,18,Friday,64,30,1,87.14167435897926
3,auth-service,1,1,226,37,17,Java,1,1,20,5,1,3,2,0,2,passing,8,Monday,69,65,0,66.71979277036893
2,iot-controller,1,0,453,25,3,Java,1,2,10,5,8,1,25,2,3,failing,5,Sunday,66,47,1,76.6883631539552
2,data-analytics,1,0,393,153,13,Java,0,5,12,4,1,2,15,1,0,passing,2,Thursday,4,32,0,67.88538867167227
2,payment-gateway,0,1,172,44,2,Erlang,1,1,2,5,3,2,22,1,2,passing,22,Tuesday,49,50,1,53.2562330406586
1,message-queue,0,1,428,82,18,Erlang,1,2,19,2,8,3,20,0,1,failing,0,Saturday,3,61,0,82.80220427995671
2,data-analytics,1,0,3,60,1,Python,1,4,0,2,8,2,25,2,0,failing,13,Saturday,61,58,0,58.12273793190376
2,message-queue,1,1,212,71,8,Erlang,1,2,15,1,7,2,9,4,0,passing,14,Thursday,44,94,0,74.18488434701725
2,payment-gateway,0,0,55,118,3,C++,0,5,18,0,3,1,24,4,0,failing,23,Friday,67,39,1,65.91843005146393
1,data-analytics,0,1,294,105,11,Java,0,3,13,2,2,2,0,1,1,failing,7,Sunday,57,63,0,58.81328863810994
1,image-processor,1,0,389,76,10,C++,1,1,11,2,8,3,8,0,2,failing,11,Saturday,23,33,1,86.22343374742798
2,iot-controller,1,1,350,31,19,Python,0,2,16,0,5,3,18,0,1,failing,1,Wednesday,21,96,0,55.27018217174785
3,iot-controller,1,1,114,195,6,C++,0,3,15,0,5,2,15,2,1,passing,13,Tuesday,51,55,0,56.19605117075146
2,auth-service,0,1,374,130,15,Python,1,3,4,5,2,3,3,2,3,passing,20,Tuesday,4,54,1,53.08838741981961
3,image-processor,1,0,184,65,10,Erlang,0,4,19,3,2,3,2,1,1,passing,15,Wednesday,23,33,1,53.03474329080595
1,payment-gateway,0,1,278,45,13,C++,1,4,2,3,4,1,18,0,0,failing,4,Thursday,19,75,0,69.16626178090952
2,payment-gateway,0,0,212,33,20,C,1,2,4,1,10,1,22,1,0,passing,1,Saturday,14,43,1,70.17775860229924
3,payment-gateway,0,0,135,112,3,C++,0,5,15,1,6,2,28,3,3,failing,0,Friday,59,84,0,53.588400494214106
2,auth-service,1,1,173,183,4,C++,0,1,19,3,6,2,3,0,3,passing,21,Sunday,63,91,1,88.18371912454471
1,auth-service,0,0,480,162,1,C,0,2,11,0,10,3,21,0,1,passing,9,Tuesday,59,41,1,53.869051909162735
2,iot-controller,0,0,169,23,16,Erlang,1,3,14,4,8,3,4,3,1,passing,15,Sunday,14,78,0,49.926438274070605
2,message-queue,1,1,486,144,5,C,1,4,3,4,10,3,25,4,2,failing,2,Saturday,40,67,0,91.06379030795196
2,auth-service,0,0,109,29,11,Java,0,1,8,2,2,1,17,5,3,failing,20,Thursday,48,52,1,34.537653933050926
2,auth-service,1,0,198,61,3,Erlang,0,4,20,1,2,1,18,3,3,failing,4,Wednesday,67,96,0,71.44057283116516
1,payment-gateway,0,0,474,16,19,Python,1,1,14,3,2,2,16,5,3,failing,17,Saturday,27,98,1,67.29370747438077
3,iot-controller,1,1,224,127,16,Erlang,1,5,13,4,9,2,26,1,2,failing,3,Thursday,12,76,1,76.62473505429847
3,image-processor,1,1,124,152,4,C++,0,4,19,2,3,3,17,1,0,failing,2,Wednesday,67,55,0,65.89142796657299
3,payment-gateway,1,0,405,42,6,Python,0,1,6,2,6,1,11,1,2,passing,7,Sunday,7,44,1,62.740643060262386
2,image-processor,1,0,19,57,3,Java,0,2,1,1,5,1,10,2,2,failing,6,Tuesday,36,66,1,44.51516592819704
2,iot-controller,0,0,427,143,5,C,0,5,14,5,4,3,26,2,3,passing,12,Tuesday,8,85,0,35.10687201530686
2,message-queue,1,1,228,103,20,Java,0,2,12,4,4,3,17,4,1,passing,10,Tuesday,14,85,0,56.92887865520878
2,payment-gateway,0,0,49,163,6,C++,0,1,8,4,3,3,17,5,1,failing,21,Thursday,56,55,0,60.4743641277808
2,image-processor,0,1,248,119,7,C,0,4,9,1,6,3,12,1,3,passing,14,Friday,10,42,0,69.22295625419832
2,auth-service,0,1,444,112,18,Erlang,0,3,11,3,2,2,12,4,1,failing,4,Thursday,5,84,1,61.58043906317836
1,iot-controller,0,0,8,84,7,C,0,2,8,2,9,2,3,0,2,passing,22,Thursday,10,96,0,40.92880621232305
1,image-processor,1,0,339,111,20,Erlang,0,3,10,0,1,1,5,2,0,failing,16,Wednesday,16,73,0,60.18772424077227
2,data-analytics,1,1,86,180,1,Python,0,1,6,2,6,2,23,2,0,failing,16,Sunday,56,39,1,70.6055300795017
1,payment-gateway,1,1,272,12,18,C,1,4,17,0,5,1,23,2,1,passing,16,Tuesday,13,61,1,62.03502350305783
2,iot-controller,0,1,441,82,13,C,1,1,4,5,8,2,8,5,1,passing,7,Sunday,13,93,1,60.82457542417285
3,iot-controller,1,0,235,192,20,Erlang,0,4,6,4,2,2,6,3,1,passing,1,Friday,7,71,0,69.32746825097634
1,auth-service,0,0,309,83,8,C++,0,5,1,2,5,2,1,1,2,passing,22,Wednesday,6,38,1,49.093037553866345
2,iot-controller,1,1,317,41,8,C++,0,4,20,1,2,3,8,0,1,passing,7,Wednesday,48,63,1,54.31773191489444
3,message-queue,0,0,290,178,15,Java,0,3,5,2,7,2,27,3,0,failing,7,Tuesday,52,84,1,43.56016202166421
3,iot-controller,1,1,7,35,16,C,0,1,20,2,9,3,27,1,0,failing,3,Tuesday,34,49,0,79.44822720837917
1,message-queue,1,1,280,83,9,Python,0,4,20,2,5,1,27,1,1,failing,10,Monday,18,85,0,57.877770684990736
2,iot-controller,0,0,154,148,20,C++,0,5,9,3,5,1,1,5,2,passing,0,Tuesday,24,73,1,41.03145717582886
2,auth-service,0,1,199,20,7,C++,1,5,10,4,3,2,7,0,1,passing,15,Wednesday,13,88,0,36.386686170768314
1,iot-controller,0,1,495,140,18,Java,1,3,3,2,3,3,7,2,0,passing,5,Wednesday,68,68,1,52.96990819001573
1,data-analytics,1,1,382,154,10,C++,0,5,13,4,6,3,3,1,3,passing,0,Sunday,51,87,0,85.86371083627901
1,image-processor,0,0,400,30,2,C,0,4,0,1,1,2,10,1,1,passing,21,Tuesday,18,49,1,52.76471689317997
1,image-processor,0,0,123,173,3,Python,0,4,13,5,2,3,27,5,1,passing,0,Wednesday,19,95,0,47.280804387640025
2,auth-service,0,0,428,136,18,Java,0,2,5,0,1,3,21,0,2,passing,10,Friday,71,64,0,42.47991565916855
1,iot-controller,0,0,90,11,10,Python,0,3,0,2,1,2,25,4,2,passing,20,Friday,27,59,0,32.879405467212
1,message-queue,1,1,120,6,16,C,0,4,1,1,7,3,7,5,0,failing,20,Wednesday,12,43,0,71.20360542163685
3,iot-controller,1,1,185,37,10,C,0,2,9,5,10,3,16,5,0,passing,22,Sunday,13,84,0,68.31089895784669
2,payment-gateway,1,0,469,59,10,Python,0,5,16,3,3,2,22,0,0,passing,1,Wednesday,4,55,0,54.070880055502265
2,payment-gateway,0,0,334,114,1,C,0,5,13,0,8,3,21,1,0,failing,16,Sunday,24,85,1,51.729898348822516
3,data-analytics,0,1,98,3,2,Erlang,1,4,4,1,2,2,18,3,1,passing,15,Friday,68,66,0,43.61667169527877
1,message-queue,0,1,243,56,19,Java,0,1,5,4,9,1,13,1,2,passing,13,Saturday,52,70,0,72.88079380437345
2,iot-controller,1,0,424,14,3,Java,1,2,9,4,1,2,20,4,3,failing,9,Tuesday,5,36,1,43.87868757991998
2,auth-service,1,0,404,135,8,C++,1,3,8,3,3,1,17,1,2,passing,16,Friday,57,99,0,85.9401063994121
2,auth-service,1,1,35,19,9,Java,1,2,11,1,3,3,6,4,3,passing,0,Sunday,34,55,0,71.28289152497015
3,iot-controller,1,0,306,84,20,Java,1,2,16,3,2,3,12,3,3,passing,6,Tuesday,50,36,0,74.17584707898625
2,data-analytics,1,0,10,197,4,Python,1,5,20,0,4,1,13,0,3,failing,3,Friday,56,40,1,70.05346498502311
1,image-processor,1,1,23,141,14,C++,1,3,18,0,7,1,9,4,3,failing,6,Saturday,3,34,1,97.74032670116894
1,iot-controller,0,0,462,144,10,C++,0,2,1,5,4,2,9,2,1,failing,2,Friday,6,99,1,47.95687060928806
2,payment-gateway,1,1,66,182,14,Erlang,0,5,12,5,9,3,2,4,0,passing,16,Tuesday,27,41,0,100.0
1,payment-gateway,0,1,234,186,20,C,0,3,17,3,9,2,24,3,2,passing,6,Wednesday,43,72,0,92.14972010270903
1,iot-controller,1,1,273,63,15,Erlang,0,4,5,5,6,2,17,2,0,passing,11,Wednesday,62,69,1,71.02212231146679
2,auth-service,1,1,291,152,8,C,0,5,15,2,4,2,7,5,3,passing,12,Thursday,66,80,0,63.29917623598379
2,payment-gateway,0,0,54,5,7,Erlang,0,3,18,5,7,3,23,0,0,failing,9,Tuesday,45,87,1,32.690009258647336
3,message-queue,1,0,216,82,4,C++,1,2,1,3,2,3,18,2,1,passing,19,Tuesday,13,71,0,62.66082990023633
1,auth-service,1,0,441,41,18,Java,0,4,9,4,3,2,2,5,2,failing,5,Sunday,60,83,0,69.76479112079147
2,image-processor,1,0,335,104,3,C,0,5,19,2,8,1,19,1,1,passing,22,Friday,13,94,1,75.0084933930257
3,message-queue,1,0,330,122,7,Java,0,3,15,0,9,3,22,4,0,passing,12,Friday,55,32,1,61.73237717777721
1,data-analytics,0,1,290,45,12,Java,1,2,3,0,7,1,11,0,1,failing,4,Saturday,64,42,1,60.224072919624014
2,iot-controller,1,0,320,37,9,Java,0,4,12,1,8,1,19,3,1,failing,9,Thursday,21,84,1,36.928357211075216
1,message-queue,0,0,108,131,14,Erlang,0,3,18,0,6,2,17,3,1,passing,4,Friday,45,31,1,75.84609921346488
1,auth-service,0,1,356,88,7,Python,1,1,19,0,9,3,13,4,2,failing,13,Friday,63,100,0,60.82697931251994
1,auth-service,0,1,54,9,9,Java,0,4,2,1,9,1,27,1,3,passing,11,Tuesday,50,47,0,55.36023020071108
3,payment-gateway,0,0,69,145,14,Erlang,1,3,5,5,8,2,5,0,2,failing,19,Monday,60,72,1,71.28583914408918
2,auth-service,1,0,407,93,1,C,1,4,3,0,8,3,5,3,3,failing,14,Saturday,60,98,0,75.2754182243118
2,message-queue,0,1,25,12,8,Python,1,3,10,0,7,2,16,4,3,failing,6,Wednesday,50,34,1,40.849780074678606
3,message-queue,1,1,169,107,20,C++,0,1,4,0,8,3,5,0,3,passing,1,Wednesday,59,82,0,68.35302432084313
1,message-queue,0,0,194,46,16,C,0,5,20,0,2,3,17,0,3,passing,0,Thursday,1,88,0,42.84687284060135
1,auth-service,1,0,3,14,12,Python,1,1,5,5,2,2,11,0,3,passing,19,Tuesday,57,51,0,81.9758738422031
2,image-processor,0,0,319,124,14,Java,0,1,18,2,2,2,24,3,3,passing,12,Sunday,32,53,1,51.84015398584335
3,data-analytics,0,1,63,107,11,Python,0,4,1,2,9,3,15,5,0,failing,23,Monday,22,46,1,62.93181327537529
1,message-queue,1,1,480,110,16,Java,1,5,11,5,2,2,4,4,2,failing,21,Monday,65,44,1,86.12459095764376
3,image-processor,1,0,316,39,15,Java,1,4,18,0,9,1,28,5,0,failing,10,Tuesday,71,45,1,63.88949773903984
3,iot-controller,0,0,398,50,4,Python,0,3,20,1,1,1,26,5,1,passing,17,Saturday,51,52,1,39.33476911568229
1,iot-controller,1,0,495,196,3,Java,0,3,17,5,5,1,16,0,0,failing,17,Wednesday,42,58,0,59.54577094948075
3,image-processor,0,0,417,60,7,Erlang,0,3,15,1,8,2,20,3,2,failing,0,Thursday,53,86,0,49.258284568581544
3,image-processor,1,1,206,169,5,Python,1,4,7,3,2,2,24,5,1,failing,20,Wednesday,19,100,1,41.81895922701331
3,data-analytics,1,1,214,121,9,Java,1,2,5,3,6,3,16,1,3,passing,12,Wednesday,63,78,0,58.386450568215544
1,message-queue,0,0,281,99,20,C++,0,3,16,3,9,1,30,2,0,passing,14,Friday,18,91,1,48.050483845699176
2,payment-gateway,0,1,382,164,6,C++,1,5,9,5,6,3,9,1,2,failing,21,Thursday,1,40,1,61.95309762675313
1,image-processor,1,1,1,49,6,C++,0,5,3,3,8,1,11,1,1,failing,8,Thursday,68,76,1,60.70714876422373
3,iot-controller,1,0,427,147,11,Python,0,1,15,1,2,2,15,0,0,passing,15,Saturday,63,70,0,71.69284089802775
3,message-queue,0,1,477,74,1,C,1,3,2,3,1,1,3,0,1,passing,17,Friday,43,65,0,56.08620246572098
1,payment-gateway,0,1,55,120,18,Python,1,1,16,2,7,2,1,4,2,passing,9,Thursday,4,54,0,76.96413827362028
3,iot-controller,0,0,434,102,10,Java,0,4,5,3,1,2,30,4,0,failing,10,Monday,29,37,0,43.78536622314851
2,image-processor,0,1,15,155,20,Java,1,1,9,4,1,1,6,4,0,failing,12,Monday,3,60,0,60.33319364630942
1,data-analytics,0,1,86,13,17,Python,0,1,10,4,8,1,15,0,1,failing,15,Saturday,51,98,1,53.07929204919838
1,data-analytics,1,0,323,9,7,Python,1,5,20,1,1,2,21,5,0,failing,20,Tuesday,22,64,0,56.64223111635172
1,auth-service,1,0,166,62,4,Python,0,5,20,5,7,1,0,5,3,failing,3,Wednesday,61,34,0,77.93804430731129
3,iot-controller,0,1,308,165,2,Python,1,2,11,0,7,1,10,5,1,failing,2,Monday,17,57,1,53.30253280319379
2,payment-gateway,1,1,245,171,1,C++,1,4,7,4,5,1,14,4,2,failing,11,Friday,52,91,0,78.19747678816562
2,data-analytics,1,1,473,136,19,Erlang,1,1,15,0,2,1,27,1,0,failing,8,Thursday,17,38,1,71.93791310434804
3,iot-controller,0,0,399,50,18,Java,1,5,17,5,7,1,26,2,2,passing,17,Sunday,38,45,1,52.89695192796001
1,message-queue,1,0,136,58,1,C++,1,3,5,4,10,2,16,2,1,failing,14,Monday,31,93,0,71.27681409558
2,message-queue,1,0,464,146,16,Erlang,1,2,19,0,9,3,16,4,1,failing,21,Saturday,54,45,0,98.67415047577786
2,image-processor,0,1,84,110,1,Java,0,3,14,3,9,1,25,2,1,passing,5,Tuesday,22,37,1,52.89391708971739
3,payment-gateway,0,1,324,133,16,C++,1,1,10,1,5,1,16,4,1,passing,13,Wednesday,70,41,1,60.775494569023266
1,auth-service,0,0,208,103,17,C,0,2,16,1,3,2,26,3,3,failing,8,Sunday,51,62,1,56.15381814863824
1,data-analytics,1,1,58,92,14,C++,0,4,10,3,1,1,30,5,2,passing,7,Thursday,19,62,0,64.69622267662366
1,message-queue,0,1,399,194,16,Python,0,5,3,4,7,1,0,0,1,failing,0,Saturday,19,96,0,65.19936617117177
1,image-processor,0,0,213,126,9,Erlang,0,3,1,2,6,3,15,1,3,passing,18,Thursday,34,50,0,57.614889371155996
3,payment-gateway,1,1,56,52,15,Java,0,1,20,3,3,1,11,2,3,passing,16,Saturday,60,56,0,67.30464686744526
3,image-processor,1,1,377,131,3,C++,1,1,0,5,4,1,30,5,0,failing,2,Monday,55,91,0,77.8524282711841
1,payment-gateway,0,0,263,11,19,Python,1,5,15,4,8,2,6,4,3,failing,19,Saturday,24,92,0,69.12047072154061
2,image-processor,0,0,124,139,5,Java,1,5,20,0,5,2,25,1,1,failing,11,Thursday,65,44,1,39.72974062870738
1,data-analytics,1,0,83,42,20,C++,0,4,5,4,7,2,30,5,1,passing,18,Sunday,25,97,1,72.78415044884568
2,auth-service,0,0,150,64,19,Java,0,2,19,1,8,2,6,3,1,passing,7,Tuesday,71,56,1,35.85922193238985
3,message-queue,1,0,331,35,5,C,1,1,7,0,3,3,10,5,3,failing,11,Saturday,39,61,0,55.92404406741766
2,data-analytics,1,0,104,200,6,C++,1,5,7,3,5,3,24,4,1,failing,4,Friday,51,30,1,76.43201921941463
3,payment-gateway,0,1,225,6,5,Java,0,1,1,1,5,2,11,4,0,passing,7,Monday,7,80,0,43.15441732580252
3,iot-controller,1,1,431,133,12,Python,1,5,6,4,10,1,24,2,2,failing,9,Sunday,6,59,0,65.69461883521882
1,auth-service,0,0,405,36,7,Java,0,2,13,4,8,1,15,1,0,failing,0,Friday,50,51,0,59.50356949107572
2,message-queue,1,0,15,158,18,C,1,1,15,2,9,2,9,3,3,failing,23,Friday,60,48,1,100.0
1,message-queue,1,1,250,184,9,C,1,5,9,4,7,2,26,5,3,failing,14,Saturday,69,46,0,80.87593082654303
1,payment-gateway,1,1,43,140,16,C++,1,2,10,0,6,2,3,3,1,failing,19,Friday,25,90,0,94.1421410177294
2,payment-gateway,0,0,20,75,14,Java,0,5,19,4,1,3,14,3,2,failing,12,Tuesday,44,34,1,44.232069134258325
1,message-queue,0,1,313,120,14,Erlang,1,4,1,5,9,3,26,3,1,failing,5,Saturday,53,97,0,84.81789250053312
1,iot-controller,1,1,137,116,18,Java,0,5,7,2,2,2,10,2,2,passing,16,Tuesday,25,59,0,50.368899181853614
3,message-queue,1,0,465,162,20,Erlang,0,5,11,4,7,1,14,4,3,failing,14,Wednesday,3,73,1,56.47001964138252
1,iot-controller,1,1,471,32,3,Java,1,2,14,2,5,1,20,3,0,passing,14,Tuesday,38,57,1,46.16123246219696
2,message-queue,1,0,280,188,1,Python,0,1,12,3,2,3,5,4,3,failing,10,Monday,27,61,0,64.2758521600628
3,data-analytics,0,0,237,33,14,C++,0,5,11,0,8,2,9,5,0,passing,22,Saturday,35,35,1,56.142898637289726
2,iot-controller,0,1,213,183,20,Erlang,0,5,13,0,8,1,18,0,2,failing,19,Thursday,29,43,1,69.20714603422343
1,auth-service,0,1,254,108,9,Erlang,1,5,6,1,10,2,10,3,0,failing,6,Wednesday,14,74,0,87.14147862038095
3,data-analytics,1,0,466,90,17,C++,0,5,19,1,2,1,1,0,3,failing,23,Saturday,24,54,1,69.72459138503501
2,auth-service,0,0,34,9,4,C++,1,4,13,1,9,3,5,2,0,passing,18,Tuesday,44,94,0,47.17467663969617
2,iot-controller,1,0,465,41,2,C++,1,2,13,1,3,1,0,4,3,failing,21,Wednesday,20,34,0,67.60056163581562
1,data-analytics,0,0,402,199,17,C,1,4,13,2,1,2,5,0,2,failing,12,Thursday,37,62,1,64.10437604942199
3,payment-gateway,0,0,403,54,12,Python,1,1,19,3,4,1,9,1,2,failing,8,Saturday,37,74,1,43.35458828758785
2,message-queue,0,1,393,18,10,Python,1,4,10,5,5,1,5,1,3,failing,18,Sunday,45,77,0,51.801336015782404
1,data-analytics,0,0,336,110,9,Python,0,1,15,4,5,1,15,4,2,failing,10,Monday,6,99,0,41.386829276935764
