commit_id,commit_message_length,repository,lines_added,lines_removed,files_changed,commit_timestamp,commit_hour,is_friday,is_weekend,after_hours,unresolved_comments,reviewers_count,patchsets_count,repo_trs_count,unresolved_trs_count,critical_trs_count,build_failed,programming_language,has_manual_memory_allocation,are_multiple_programming_languages_present,risk_score,risk_level
cb1b9006,72,backend-service,243,8,3,2024-11-30 21:39:21.672421,21,0,1,1,0,1,1,24,6,0,0,Python,0,0,41,medium
d08208f3,70,data-processing,5,53,3,2024-11-09 14:09:49.876845,14,0,1,0,0,2,1,12,1,0,0,Python,0,0,34,medium
34092f21,43,backend-service,14,73,4,2024-11-07 10:58:22.993619,10,0,0,0,7,0,1,13,1,0,0,Ruby,0,0,40,medium
b6fbc661,30,frontend-app,9,1,1,2024-05-21 06:29:21.065828,6,0,0,1,1,1,13,1,0,0,0,C++,1,0,36,medium
79b761c5,52,backend-service,2,6,1,2024-04-30 12:27:50.309216,12,0,0,0,1,1,1,5,1,0,0,Python,0,0,27,low
a48d9f14,44,authentication,203,3,15,2024-07-02 06:26:20.570287,6,0,0,1,17,1,1,11,1,0,0,JavaScript,0,0,65,high
ec3d86bc,31,mobile-app,1,36,1,2025-01-18 10:31:46.377506,10,0,1,0,0,1,1,0,0,0,0,Ruby,0,0,13,low
bc4ec8fa,57,data-processing,32,19,1,2025-02-24 05:38:09.233913,5,0,0,1,0,3,1,18,1,0,0,Java,0,0,21,low
0ed03807,39,backend-service,26,0,1,2025-02-02 20:47:47.766079,20,0,1,1,0,1,6,1,0,0,0,Go,0,0,26,low
3bdb7d14,47,backend-service,37,62,2,2024-05-24 10:38:11.089876,10,1,0,0,3,1,1,16,3,0,0,Go,0,0,21,low
01c68175,64,authentication,366,52,1,2024-10-04 10:27:22.183255,10,1,0,0,2,3,5,1,0,0,0,Ruby,0,0,39,medium
6d16c23c,47,mobile-app,79,118,2,2024-05-30 03:13:28.003316,3,0,0,1,0,2,4,13,2,0,1,JavaScript,0,0,45,medium
3ce2d88f,40,data-processing,179,16,5,2024-07-04 20:52:29.668550,20,0,0,1,3,0,1,75,14,5,0,JavaScript,0,0,41,medium
822e4f4f,30,data-processing,51,87,10,2024-04-07 22:05:45.671000,22,0,1,1,1,1,1,13,2,0,0,JavaScript,0,1,49,medium
f676da82,50,authentication,53,7,2,2024-03-14 15:31:07.856383,15,0,0,0,1,2,1,4,0,0,0,Ruby,0,0,20,low
3b2a2189,66,data-processing,59,12,3,2024-11-26 07:27:30.079740,7,0,0,1,0,2,3,22,3,0,0,Python,0,0,30,medium
b700a6b1,55,mobile-app,3,32,1,2024-12-01 06:18:58.205355,6,0,1,1,0,3,1,25,0,0,0,JavaScript,0,1,25,low
2b10583a,37,frontend-app,68,5,2,2024-09-09 08:53:25.641786,8,0,0,1,3,1,1,35,6,2,0,Python,0,0,29,low
271e6652,43,data-processing,59,10,11,2024-12-18 10:08:27.463154,10,0,0,0,1,1,1,5,0,0,0,C++,1,0,35,medium
a480e125,20,authentication,132,62,10,2024-09-27 04:39:44.621296,4,1,0,1,0,0,6,7,1,0,0,Python,0,0,44,medium
3be02d85,34,data-processing,238,33,4,2024-09-17 13:03:50.800340,13,0,0,0,7,0,2,5,1,0,1,Python,0,0,49,medium
60157888,50,data-processing,35,35,1,2025-02-19 22:26:49.812229,22,0,0,1,3,4,1,30,5,1,0,JavaScript,0,0,41,medium
631d75e4,-7,backend-service,33,123,1,2024-04-17 10:46:27.404140,10,0,0,0,1,2,1,1,0,0,0,Java,0,0,27,low
ef730e16,72,frontend-app,66,50,1,2025-02-16 13:53:02.776027,13,0,1,0,0,0,2,1,0,0,0,C++,1,1,53,medium
b8c036a4,48,backend-service,159,60,4,2024-03-17 14:31:26.991160,14,0,1,0,1,2,10,23,1,0,0,Python,0,1,40,medium
8566f535,33,authentication,40,89,1,2025-03-01 17:25:46.048575,17,0,1,0,2,1,2,3,0,0,0,C++,1,0,31,medium
072f39c4,34,authentication,46,25,1,2024-08-26 00:54:32.066762,0,0,0,1,0,2,1,25,4,0,0,Ruby,0,0,20,low
e47b5e17,13,backend-service,18,4,5,2024-03-15 17:14:10.837334,17,1,0,0,4,3,10,4,0,0,0,C++,1,1,66,high
779ace65,51,data-processing,0,52,2,2024-08-11 09:52:41.900948,9,0,1,0,4,1,1,0,0,0,0,Java,0,1,34,medium
6ea08107,79,authentication,67,56,2,2024-07-23 23:03:08.791622,23,0,0,1,0,2,2,14,0,0,0,Python,0,0,32,medium
b5286504,35,mobile-app,18,10,1,2024-10-26 12:54:23.290633,12,0,1,0,0,3,9,52,11,2,0,TypeScript,0,0,32,medium
7d7cde61,45,data-processing,9,76,1,2025-01-10 10:39:13.004651,10,1,0,0,0,1,1,15,0,0,0,PHP,0,0,27,low
bc82dd28,0,data-processing,27,14,1,2024-12-28 03:18:42.678406,3,0,1,1,1,1,1,10,2,0,0,Ruby,0,1,51,medium
dd4ee299,73,data-processing,211,10,5,2025-01-03 11:38:58.910890,11,1,0,0,1,3,1,4,0,0,0,Python,0,0,26,low
a45c6c75,12,backend-service,201,15,7,2025-02-01 06:28:34.526979,6,0,1,1,0,0,2,25,5,1,1,C++,1,0,65,high
1a28275b,62,frontend-app,54,1,1,2024-06-14 15:16:41.924344,15,1,0,0,1,0,3,25,4,0,0,Java,0,0,21,low
7f9d4395,49,mobile-app,111,0,5,2024-11-15 04:30:48.966390,4,1,0,1,1,1,1,23,4,0,1,JavaScript,0,0,48,medium
bf7204a6,6,frontend-app,16,32,6,2024-03-08 20:19:59.829557,20,1,0,1,0,1,2,10,1,0,0,JavaScript,0,0,31,medium
6d1ce968,89,mobile-app,55,1,1,2024-03-24 19:03:37.038067,19,0,1,1,0,1,9,7,0,0,0,TypeScript,0,0,48,medium
3b44c871,76,backend-service,1,75,5,2024-04-06 04:57:28.476574,4,0,1,1,1,0,3,49,13,1,0,Java,0,0,38,medium
5b7b8d7e,90,frontend-app,265,6,1,2024-05-07 06:02:59.014766,6,0,0,1,0,2,1,36,8,0,0,TypeScript,0,0,15,low
0f93582a,66,mobile-app,33,8,1,2024-11-05 22:56:08.180300,22,0,0,1,2,0,1,16,1,0,1,PHP,0,0,41,medium
ca507c0c,39,frontend-app,23,30,4,2024-10-29 18:26:58.817949,18,0,0,1,1,3,1,4,0,0,0,C++,1,1,47,medium
f8ebef3a,68,data-processing,38,1,1,2024-07-19 18:49:02.117333,18,1,0,1,0,3,1,16,0,0,1,JavaScript,0,1,35,medium
8b5799fb,20,authentication,53,55,1,2025-02-18 21:52:13.563617,21,0,0,1,0,1,9,9,1,0,0,Python,0,0,45,medium
151a1bfe,43,backend-service,115,1,1,2025-02-03 01:27:56.693890,1,0,0,1,1,2,1,28,0,0,1,Java,0,1,47,medium
674731aa,44,data-processing,8,10,1,2024-03-19 06:47:24.137596,6,0,0,1,1,1,1,1,0,0,1,Python,0,1,50,medium
7451be52,11,backend-service,107,2,1,2024-08-07 19:27:04.227687,19,0,0,1,6,1,2,6,0,0,1,Python,0,1,52,medium
905ace10,29,backend-service,37,5,1,2025-03-02 16:36:34.769425,16,0,1,0,0,2,1,4,0,0,0,Go,0,0,21,low
e7ab7a35,30,mobile-app,161,53,4,2024-03-15 22:45:03.317717,22,1,0,1,1,0,1,4,0,0,0,C++,1,0,40,medium
fe3704db,18,backend-service,41,85,1,2024-10-02 02:15:04.410972,2,0,0,1,0,1,2,34,1,0,0,JavaScript,0,1,40,medium
05d6af42,41,mobile-app,35,15,1,2024-05-02 16:29:37.702552,16,0,0,0,0,2,3,11,1,0,1,Java,0,1,40,medium
6f6b05af,8,data-processing,110,6,4,2024-09-04 14:48:32.832362,14,0,0,0,1,1,1,0,0,0,0,PHP,0,0,30,medium
8e9061f5,15,mobile-app,72,5,1,2024-05-08 03:21:27.047429,3,0,0,1,2,2,1,2,0,0,0,C++,1,0,41,medium
4cbf0eb6,61,authentication,61,38,2,2024-07-14 01:28:25.400425,1,0,1,1,0,1,1,0,0,0,0,JavaScript,0,0,38,medium
fe7ae9e8,32,data-processing,33,8,1,2024-12-30 13:03:10.704746,13,0,0,0,2,2,2,7,1,0,0,JavaScript,0,0,22,low
809a2e6d,75,frontend-app,34,4,8,2024-07-31 15:19:32.442514,15,0,0,0,0,2,1,4,0,0,0,Java,0,0,18,low
2f1d03b5,34,data-processing,168,86,3,2025-01-09 01:50:44.241278,1,0,0,1,4,1,1,20,5,0,1,JavaScript,0,0,53,medium
b5dda74f,19,authentication,23,7,4,2024-03-28 00:14:45.320472,0,0,0,1,0,3,1,1,0,0,0,Python,0,0,21,low
678a4b64,-16,data-processing,67,24,8,2024-10-04 04:26:08.805657,4,1,0,1,0,2,4,17,3,1,0,C++,1,1,58,medium
19c89f6c,46,backend-service,81,21,6,2024-11-23 13:57:58.938596,13,0,1,0,2,2,1,16,3,0,0,JavaScript,0,0,39,medium
7b932955,69,mobile-app,45,31,8,2025-01-21 08:28:29.062519,8,0,0,1,1,2,2,35,2,0,0,Go,0,0,34,medium
3db34fba,31,authentication,5,46,1,2025-03-02 04:58:48.168970,4,0,1,1,0,0,1,3,0,0,0,Go,0,0,28,low
b2c7a4fa,44,authentication,1,26,6,2024-10-27 06:33:42.333054,6,0,1,1,1,2,3,6,0,0,0,Python,0,0,47,medium
7a8ced1b,13,mobile-app,98,43,7,2024-06-18 12:21:39.337974,12,0,0,0,4,2,2,32,2,0,0,JavaScript,0,0,30,medium
f230fa2c,37,backend-service,25,2,1,2024-11-27 14:45:48.055860,14,0,0,0,0,1,5,41,7,1,0,Go,0,1,41,medium
1c06c2a1,51,frontend-app,1,14,4,2024-12-18 06:34:05.175299,6,0,0,1,2,1,1,24,1,0,1,Go,0,0,36,medium
e5ca99cf,78,backend-service,63,0,1,2024-12-16 04:29:37.737496,4,0,0,1,0,3,1,22,1,0,0,JavaScript,0,0,13,low
c67a3843,53,backend-service,301,91,7,2024-03-27 09:48:35.794083,9,0,0,0,0,3,1,34,9,0,0,Go,0,0,37,medium
8c113e82,24,frontend-app,54,18,1,2025-02-18 21:46:02.101615,21,0,0,1,0,0,5,2,0,0,0,Ruby,0,0,39,medium
c899d263,9,authentication,36,179,8,2025-02-26 06:01:02.672622,6,0,0,1,1,2,1,20,1,0,0,Java,0,0,31,medium
24de9cbd,31,backend-service,153,14,1,2024-06-15 08:36:14.679915,8,0,1,1,0,1,2,24,4,0,0,C#,0,0,37,medium
7a23dd9f,35,backend-service,4,15,1,2024-07-31 21:24:06.741184,21,0,0,1,0,1,2,42,9,2,0,Go,0,0,34,medium
a542f59b,32,backend-service,107,6,9,2024-06-23 14:36:55.986246,14,0,1,0,0,1,1,16,2,0,0,Java,0,0,25,low
2e95dd53,69,authentication,123,18,3,2024-10-26 05:46:10.022156,5,0,1,1,2,2,2,22,0,0,0,Swift,0,0,28,low
55fb3ba1,37,mobile-app,9,7,4,2024-11-09 19:15:58.943250,19,0,1,1,3,3,1,10,1,0,0,Go,0,1,33,medium
6403c2d0,46,mobile-app,186,12,2,2024-07-11 14:44:19.904808,14,0,0,0,2,0,1,33,7,1,0,Python,0,1,41,medium
78d3645b,56,frontend-app,4,47,1,2024-12-08 19:36:13.596956,19,0,1,1,0,0,1,0,0,0,0,C#,0,1,28,low
589d508f,39,authentication,108,12,3,2025-02-03 20:07:10.534273,20,0,0,1,1,1,1,4,0,0,0,C#,0,0,25,low
accf7279,6,mobile-app,30,35,1,2024-03-22 12:56:57.529094,12,1,0,0,2,1,1,0,0,0,1,Go,0,0,28,low
6b12b394,95,authentication,38,6,3,2024-03-31 20:55:39.415485,20,0,1,1,1,0,1,30,0,0,0,JavaScript,0,0,24,low
6a05b833,34,data-processing,217,9,7,2024-03-09 16:52:22.142837,16,0,1,0,0,2,8,19,3,0,1,Go,0,0,55,medium
823d399e,116,backend-service,81,11,1,2024-10-31 09:30:49.404864,9,0,0,0,0,3,1,33,5,1,0,Python,0,0,16,low
d2666ab0,30,mobile-app,74,9,2,2024-04-18 08:37:45.874298,8,0,0,1,3,2,1,0,0,0,1,Python,0,0,42,medium
7eb213d5,13,data-processing,133,13,5,2024-03-20 08:04:58.570172,8,0,0,1,1,3,1,58,13,1,0,JavaScript,0,1,56,medium
f1b9b2e4,44,data-processing,20,20,5,2024-06-24 06:16:48.990618,6,0,0,1,6,2,1,12,0,0,0,Python,0,0,47,medium
d7c0052b,30,frontend-app,240,18,2,2024-09-28 07:07:52.975133,7,0,1,1,1,2,6,32,5,0,0,Go,0,0,36,medium
a8144cb2,32,authentication,33,17,10,2024-07-02 03:09:50.709110,3,0,0,1,2,1,1,20,0,0,1,JavaScript,0,1,46,medium
572d0873,21,mobile-app,63,126,1,2024-11-18 09:06:09.088492,9,0,0,0,3,3,3,0,0,0,0,C++,1,0,48,medium
a52e1574,45,authentication,10,5,3,2024-06-24 15:50:36.808697,15,0,0,0,0,0,1,25,7,1,0,Python,0,0,13,low
9d13c87c,17,backend-service,67,64,1,2024-04-08 11:38:01.561994,11,0,0,0,0,3,1,5,0,0,0,Python,0,0,32,medium
593ee519,84,mobile-app,3,3,2,2024-04-02 07:18:11.271329,7,0,0,1,0,2,4,61,15,2,0,Ruby,0,1,47,medium
0c7957b7,24,frontend-app,127,31,1,2024-05-13 08:16:19.491166,8,0,0,1,10,1,1,20,0,0,0,Java,0,1,60,high
95c6a882,53,authentication,83,9,6,2024-04-15 11:40:40.142031,11,0,0,0,0,2,1,39,3,0,1,Python,0,1,39,medium
c3f0714c,60,frontend-app,9,24,1,2025-01-19 23:54:32.029015,23,0,1,1,0,0,1,15,1,0,0,JavaScript,0,0,31,medium
325ee6f9,-9,backend-service,93,3,3,2025-02-21 10:05:15.903875,10,1,0,0,0,0,1,37,2,0,0,Python,0,0,28,low
a500f1b7,3,authentication,108,127,4,2024-12-07 10:40:39.721506,10,0,1,0,7,1,3,21,0,0,0,Python,0,0,56,medium
5ec3bd86,7,authentication,148,48,1,2024-03-29 15:01:00.754820,15,1,0,0,0,3,4,2,0,0,0,Python,0,0,27,low
0cfc12ca,44,data-processing,40,18,3,2024-07-26 09:42:53.925433,9,1,0,0,0,0,1,1,0,0,1,Java,0,0,32,medium
ec0c504f,33,data-processing,38,19,1,2025-03-02 09:33:30.305440,9,0,1,0,2,2,2,0,0,0,0,JavaScript,0,0,23,low
d2cf7d2c,44,mobile-app,21,19,1,2024-07-17 08:24:38.685874,8,0,0,1,0,3,1,25,7,1,0,PHP,0,1,29,low
526568bc,18,backend-service,10,24,6,2024-07-26 03:29:28.888650,3,1,0,1,1,1,1,19,2,0,0,JavaScript,0,0,31,medium
a40a39d2,54,frontend-app,183,2,1,2024-11-03 00:24:26.808035,0,0,1,1,0,2,1,0,0,0,0,PHP,0,1,35,medium
0701d5e8,26,authentication,224,103,1,2024-05-26 02:31:17.729038,2,0,1,1,4,0,2,14,1,0,1,Python,0,0,61,high
a02e816e,51,frontend-app,5,19,14,2024-08-15 08:28:30.154567,8,0,0,1,0,1,1,17,3,0,0,Java,0,0,29,low
75fcfd68,61,frontend-app,146,18,2,2024-11-06 07:03:47.905749,7,0,0,1,0,1,1,3,0,0,0,Java,0,0,35,medium
197397f5,46,backend-service,22,3,1,2024-04-19 07:47:48.739170,7,1,0,1,0,1,1,14,0,0,0,Swift,0,1,22,low
779e3530,1,data-processing,42,34,1,2024-06-15 06:23:11.071440,6,0,1,1,0,1,2,17,1,0,0,JavaScript,0,0,28,low
49106b75,-9,frontend-app,13,12,1,2024-06-13 12:21:06.841656,12,0,0,0,0,4,3,1,0,0,0,C++,1,0,44,medium
d0e283d9,4,frontend-app,8,52,1,2024-04-12 01:10:05.571868,1,1,0,1,5,0,9,4,0,0,0,PHP,0,0,39,medium
d5446552,46,authentication,44,5,1,2025-02-21 22:05:30.757321,22,1,0,1,0,2,1,6,1,0,0,C++,1,0,21,low
4e9dd8f9,27,data-processing,34,24,1,2025-02-08 03:49:46.668955,3,0,1,1,4,1,1,28,5,1,0,Java,0,1,42,medium
15d7729e,34,mobile-app,36,10,3,2024-12-07 23:54:48.930803,23,0,1,1,0,2,2,4,0,0,1,Python,0,1,40,medium
360992cb,58,data-processing,5,30,2,2024-10-18 22:49:10.261693,22,1,0,1,0,1,1,8,0,0,0,C++,1,1,39,medium
b51f4841,64,data-processing,7,121,4,2025-01-30 17:33:15.522669,17,0,0,0,0,0,3,25,5,0,0,Java,0,1,29,low
28a512e7,29,frontend-app,23,11,2,2024-03-19 04:33:05.679659,4,0,0,1,2,1,4,8,2,0,0,Java,0,0,41,medium
df9cef80,69,mobile-app,175,98,2,2024-09-03 13:37:13.568693,13,0,0,0,1,3,4,11,2,0,0,JavaScript,0,0,39,medium
d57f0368,25,frontend-app,60,11,4,2024-11-04 14:03:14.510743,14,0,0,0,8,1,2,58,12,3,0,C++,1,1,71,high
049e5150,49,authentication,21,4,5,2024-06-01 08:02:30.068758,8,0,1,1,0,3,1,17,4,0,0,JavaScript,0,0,33,medium
5ebb2ebd,40,mobile-app,100,14,2,2024-12-17 03:35:16.249485,3,0,0,1,1,1,6,20,0,0,1,Java,0,0,53,medium
e2ac6b0f,54,authentication,21,85,1,2024-03-06 03:22:55.191597,3,0,0,1,1,1,1,4,0,0,0,Python,0,0,22,low
d97f125a,88,mobile-app,15,10,1,2024-10-13 17:21:06.954966,17,0,1,0,3,3,1,0,0,0,0,TypeScript,0,0,22,low
51c24d3c,-2,backend-service,62,26,1,2024-08-06 08:05:36.547572,8,0,0,1,0,1,1,8,0,0,1,Java,0,1,48,medium
6de70b98,52,frontend-app,26,139,10,2024-08-15 00:24:45.978713,0,0,0,1,5,2,1,11,1,0,0,Python,0,0,28,low
7d92cb60,29,frontend-app,56,7,3,2024-07-14 11:09:16.059875,11,0,1,0,0,0,1,0,0,0,0,PHP,0,0,25,low
a20e792a,50,mobile-app,22,3,1,2024-05-03 13:33:46.660600,13,1,0,0,0,2,1,11,0,0,0,TypeScript,0,0,28,low
7a007164,53,frontend-app,29,14,2,2024-07-01 20:00:30.472675,20,0,0,1,0,1,1,33,2,0,0,Java,0,0,25,low
c3bcd2ab,34,frontend-app,8,134,4,2024-09-08 21:10:57.386301,21,0,1,1,0,0,1,6,0,0,0,TypeScript,0,1,36,medium
92b427c6,96,mobile-app,134,17,1,2025-01-18 13:58:52.774648,13,0,1,0,2,1,1,17,1,0,0,Java,0,1,50,medium
74985e93,69,authentication,86,6,1,2024-07-24 02:55:47.133061,2,0,0,1,0,1,8,2,0,0,0,Python,0,0,28,low
f609971c,52,backend-service,44,36,7,2024-12-09 08:29:00.539098,8,0,0,1,1,2,7,9,0,0,0,Java,0,0,46,medium
cb7709bd,13,data-processing,244,29,6,2025-01-09 12:53:25.371610,12,0,0,0,2,1,1,12,0,0,1,TypeScript,0,0,38,medium
60230e70,22,mobile-app,5,1,3,2025-01-02 04:04:38.207967,4,0,0,1,0,0,1,0,0,0,0,TypeScript,0,0,25,low
d0089b0e,93,backend-service,15,19,12,2024-04-07 23:38:04.669303,23,0,1,1,1,2,3,12,0,0,0,TypeScript,0,1,39,medium
11292921,75,mobile-app,36,34,3,2024-08-01 13:16:11.584100,13,0,0,0,0,1,1,12,0,0,0,JavaScript,0,0,29,low
78c000b0,18,backend-service,60,112,1,2024-07-23 11:50:11.210169,11,0,0,0,1,2,4,5,0,0,1,Java,0,0,40,medium
21ee74d9,25,backend-service,10,3,2,2024-03-17 22:48:19.574039,22,0,1,1,1,2,1,2,0,0,0,Java,0,1,46,medium
0b13f8a6,-20,backend-service,13,3,6,2024-07-14 16:12:46.701787,16,0,1,0,3,1,1,3,0,0,0,JavaScript,0,1,51,medium
2d4417f3,91,mobile-app,21,26,1,2024-05-22 03:35:58.019578,3,0,0,1,2,2,3,4,0,0,1,Python,0,1,39,medium
ca3a0307,-9,data-processing,53,7,1,2024-11-19 14:04:45.768563,14,0,0,0,1,2,1,76,4,0,0,JavaScript,0,0,32,medium
9c757caa,43,frontend-app,4,25,3,2024-11-16 09:41:53.817140,9,0,1,0,0,3,1,6,1,0,0,Go,0,0,26,low
1a9bddfe,52,backend-service,24,2,1,2024-10-18 19:13:21.656060,19,1,0,1,1,3,3,34,7,2,0,C#,0,1,30,medium
263c798c,65,authentication,14,5,3,2024-05-30 10:19:56.011528,10,0,0,0,0,0,2,0,0,0,0,Java,0,0,23,low
1bfbdb6c,52,data-processing,92,7,4,2024-04-02 10:40:59.343392,10,0,0,0,2,2,1,19,1,0,1,JavaScript,0,0,40,medium
0d74b372,8,data-processing,39,51,4,2024-10-16 08:26:24.625868,8,0,0,1,2,1,1,34,9,3,0,JavaScript,0,1,59,medium
5882a19e,15,authentication,31,1,1,2024-08-09 02:03:09.238915,2,1,0,1,1,4,1,20,2,0,0,C++,1,0,40,medium
a3d62d33,46,frontend-app,105,39,1,2024-03-30 07:35:23.400999,7,0,1,1,0,3,1,24,0,0,0,Python,0,0,27,low
688898f1,34,frontend-app,133,41,1,2024-08-01 08:57:53.334521,8,0,0,1,3,1,8,5,0,0,0,TypeScript,0,0,39,medium
10da471b,25,authentication,69,1,3,2024-10-20 09:53:37.463149,9,0,1,0,4,2,1,1,0,0,0,Go,0,1,37,medium
fbd1e2b1,-1,authentication,122,19,5,2024-05-17 07:45:28.433331,7,1,0,1,1,4,1,32,1,0,0,JavaScript,0,1,43,medium
89e38572,61,mobile-app,61,40,7,2024-11-23 20:49:17.173098,20,0,1,1,0,0,1,2,0,0,0,JavaScript,0,0,35,medium
6a9bdbee,60,frontend-app,158,57,2,2024-05-15 04:26:50.232342,4,0,0,1,4,2,1,27,3,0,0,JavaScript,0,1,48,medium
76e76bd9,43,backend-service,156,30,6,2024-09-18 05:21:10.651724,5,0,0,1,1,1,2,23,0,0,0,Python,0,0,39,medium
141d68ef,55,authentication,93,8,6,2024-10-20 12:34:12.754192,12,0,1,0,1,1,1,37,10,3,0,C#,0,0,29,low
5bbe44d7,20,mobile-app,58,14,2,2024-09-01 01:45:44.183433,1,0,1,1,0,2,3,7,0,0,0,Ruby,0,1,41,medium
3f2f4916,-18,mobile-app,38,22,1,2024-05-21 15:53:10.780452,15,0,0,0,0,2,2,21,4,1,0,Swift,0,1,32,medium
bc007a65,32,authentication,40,51,1,2024-07-12 18:43:33.368771,18,1,0,1,0,1,1,9,1,0,0,JavaScript,0,0,32,medium
feb9cc06,39,backend-service,7,41,25,2024-03-29 02:49:56.700167,2,1,0,1,0,0,5,30,2,0,0,Java,0,0,56,medium
9fd34603,82,data-processing,111,8,4,2024-08-31 09:17:42.523079,9,0,1,0,0,0,2,71,16,3,0,Go,0,0,30,medium
57338417,73,data-processing,5,4,1,2024-08-13 23:14:57.531268,23,0,0,1,0,1,1,25,2,0,0,JavaScript,0,0,21,low
48834bb3,30,data-processing,24,45,4,2024-04-18 19:31:30.258851,19,0,0,1,0,0,2,35,0,0,0,Python,0,0,28,low
a7e79c80,55,mobile-app,76,19,3,2024-07-03 06:01:05.762285,6,0,0,1,0,2,1,19,0,0,0,JavaScript,0,0,38,medium
a6865300,9,authentication,10,4,2,2024-12-04 21:39:16.534938,21,0,0,1,0,1,1,13,3,0,0,Python,0,0,29,low
10978868,38,backend-service,56,68,1,2024-10-05 04:06:15.266253,4,0,1,1,1,2,1,6,1,0,0,Java,0,1,41,medium
01bb934c,39,data-processing,48,1,8,2025-01-16 23:10:59.290606,23,0,0,1,0,1,1,36,8,0,0,Python,0,0,28,low
9e1ec035,61,frontend-app,17,72,6,2025-01-12 17:09:58.451702,17,0,1,0,1,2,1,9,1,0,0,C++,1,1,37,medium
cb569cfd,34,mobile-app,67,87,3,2024-04-17 07:38:28.148810,7,0,0,1,2,2,2,22,3,0,0,JavaScript,0,1,42,medium
d8474d3a,36,authentication,23,6,18,2024-04-09 01:34:34.080433,1,0,0,1,1,1,1,30,8,3,0,C++,1,0,47,medium
24645b56,43,backend-service,226,22,4,2024-10-27 08:43:12.048080,8,0,1,1,3,2,1,20,4,0,1,Go,0,0,61,high
17eeb99f,59,authentication,35,15,8,2024-08-31 02:32:19.178370,2,0,1,1,0,0,2,16,3,0,0,Python,0,1,47,medium
437e3fe2,17,authentication,5,7,4,2024-12-25 19:45:40.587108,19,0,0,1,0,1,2,0,0,0,0,C#,0,1,38,medium
7c43ba9d,56,frontend-app,152,31,1,2025-01-01 04:26:33.713867,4,0,0,1,0,0,4,22,5,1,0,Python,0,0,39,medium
e54c1a56,57,authentication,219,20,1,2024-06-11 20:57:05.285521,20,0,0,1,0,3,1,10,2,0,0,Java,0,0,26,low
ece376a4,0,mobile-app,120,46,2,2025-01-09 19:49:36.227667,19,0,0,1,0,0,1,6,0,0,0,Python,0,0,42,medium
71ba5677,81,frontend-app,54,53,1,2024-09-03 22:45:39.867611,22,0,0,1,0,3,3,18,4,1,0,Python,0,0,36,medium
a4d33e6f,80,mobile-app,92,22,3,2025-01-24 23:41:34.864048,23,1,0,1,3,1,4,30,3,0,0,Java,0,1,52,medium
0b19b12c,34,backend-service,196,12,9,2024-04-16 09:48:16.372344,9,0,0,0,2,0,2,10,2,0,0,JavaScript,0,1,39,medium
6424b04f,50,frontend-app,75,14,5,2024-03-24 02:51:45.965043,2,0,1,1,0,1,2,10,0,0,0,C++,1,1,64,high
e378af0e,64,frontend-app,38,31,10,2024-11-22 00:26:19.447651,0,1,0,1,0,2,1,0,0,0,0,Python,0,0,26,low
541b93f9,17,frontend-app,154,19,2,2024-10-02 12:46:18.922952,12,0,0,0,0,1,2,11,0,0,0,Python,0,1,35,medium
a5590fa3,39,mobile-app,66,64,6,2024-07-24 09:50:40.534225,9,0,0,0,0,3,7,1,0,0,0,C++,1,0,31,medium
9e5b170d,55,backend-service,39,35,1,2024-09-09 21:25:43.388142,21,0,0,1,0,3,1,14,1,0,1,JavaScript,0,0,36,medium
a614e451,29,authentication,7,11,4,2024-04-12 12:48:51.214952,12,1,0,0,0,4,1,7,0,0,0,JavaScript,0,0,19,low
92c9cca2,80,frontend-app,182,35,5,2024-06-09 15:00:34.980622,15,0,1,0,1,1,1,44,2,0,0,JavaScript,0,0,27,low
5a4af6f7,65,mobile-app,12,3,5,2025-01-27 11:18:23.343180,11,0,0,0,4,3,1,16,0,0,0,Python,0,0,23,low
ddd7c1c4,47,authentication,349,15,14,2024-09-10 05:21:32.922588,5,0,0,1,2,1,4,0,0,0,0,C++,1,0,44,medium
3d68cb67,42,authentication,5,32,3,2024-09-29 11:49:43.339237,11,0,1,0,0,2,1,0,0,0,0,JavaScript,0,0,26,low
977f3215,63,backend-service,90,191,1,2024-09-12 04:18:25.970080,4,0,0,1,0,2,1,24,6,1,0,Go,0,1,29,low
0fe135f2,39,backend-service,18,56,1,2025-02-26 05:58:26.247193,5,0,0,1,0,1,1,23,4,0,0,C++,1,0,29,low
cdf6585c,42,mobile-app,73,16,1,2024-11-18 10:32:19.193814,10,0,0,0,1,1,1,17,1,0,0,Java,0,0,30,medium
68c05798,14,data-processing,16,5,5,2024-09-07 17:59:32.458559,17,0,1,0,1,1,3,6,0,0,0,Java,0,1,41,medium
1459aba3,19,frontend-app,89,16,2,2024-09-26 03:18:19.452586,3,0,0,1,1,2,2,15,1,0,0,TypeScript,0,0,34,medium
1bb44b40,72,backend-service,70,9,2,2024-05-20 19:48:35.935143,19,0,0,1,2,2,1,73,7,0,0,C++,1,1,44,medium
0c0800a8,28,authentication,20,17,1,2024-12-06 02:10:36.814516,2,1,0,1,0,2,1,22,1,0,0,JavaScript,0,0,37,medium
add6a087,32,backend-service,150,8,4,2024-11-20 02:13:52.659825,2,0,0,1,0,3,1,4,0,0,1,TypeScript,0,0,36,medium
217c065f,61,authentication,64,18,13,2024-12-24 06:47:34.634301,6,0,0,1,4,2,3,13,0,0,0,Python,0,0,38,medium
